Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,mental_illness,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,cluster_ouput
2016,35-65,male,United States of America,Tennessee,No,Yes,No,Yes,Never,26-100,Yes,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Maybe,Yes,No,Maybe,Yes,No,1
2016,35-65,male,Netherlands,NA,No,Yes,No,No,Never,26-100,Sometimes,Yes,No,NA,No,No,I don't know,Very easy,No,No,Maybe,Yes,No,Maybe,Maybe,No,1
2016,20-35,male,United States of America,District of Columbia,No,No,No,No,Never,26-100,Sometimes,Yes,Maybe,Maybe,No,Maybe,I don't know,Somewhat difficult,Maybe,No,No,No,No,Yes,No,No,2
2016,20-35,male,United States of America,Tennessee,No,Yes,Yes,Yes,Rarely,26-100,Yes,Yes,Yes,Yes,No,Yes,Yes,Very easy,No,No,Maybe,Yes,Maybe,Yes,Yes,No,1
2016,20-35,male,United Kingdom,NA,No,No,No,No,Never,01-May,No,Yes,Yes,Yes,No,Maybe,Yes,Don't know,No,No,Maybe,Yes,No,No,Maybe,No,2
2016,35-65,male,Brazil,NA,No,Yes,No,No,Often,01-May,No,Yes,No,No,No,No,I don't know,Very difficult,Maybe,Maybe,No,No,No,No,Maybe,Yes,1
2016,20-35,male,United States of America,Illinois,No,No,No,Yes,Never,26-100,Sometimes,Yes,Maybe,Maybe,No,Maybe,Yes,Somewhat easy,No,No,Maybe,Yes,Maybe,Yes,Yes,No,1
2016,35-65,male,United States of America,Michigan,No,No,No,No,Never,Jun-25,No,Yes,Yes,No,No,Maybe,I don't know,Neither easy nor difficult,Maybe,No,No,Maybe,Yes,Maybe,No,No,2
2016,35-65,male,Canada,NA,No,No,No,No,Never,26-100,No,Yes,Maybe,No,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,No,Yes,No,No,2
2016,20-35,male,United Kingdom,NA,No,Maybe,Yes,Yes,Sometimes,26-100,Sometimes,Yes,Maybe,Maybe,No,Maybe,I don't know,Somewhat difficult,Maybe,No,No,No,Maybe,Maybe,No,No,1
2016,20-35,female,United States of America,Illinois,No,Yes,Yes,Yes,Sometimes,26-100,Sometimes,Yes,Maybe,Maybe,Yes,Yes,Yes,Very easy,No,No,Maybe,Maybe,No,No,Yes,No,1
2016,20-35,male,Brazil,NA,No,Maybe,Yes,Yes,Never,100-500,No,No,No,NA,No,No,I don't know,Don't know,Maybe,No,No,No,No,Maybe,Maybe,No,1
2016,20-35,male,United States of America,Washington,No,Yes,Yes,Yes,Rarely,1000+,Sometimes,Yes,Yes,Yes,Maybe,Yes,I don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,Maybe,No,No,Maybe,No,1
2016,20-35,male,United Kingdom,NA,No,No,No,No,Rarely,Jun-25,Sometimes,Yes,No,NA,Yes,Maybe,I don't know,Neither easy nor difficult,No,No,Maybe,Yes,Maybe,Yes,Yes,No,2
2016,0-20,male,Brazil,NA,No,No,No,No,Never,Jun-25,Yes,Yes,No,NA,No,No,I don't know,Somewhat difficult,Yes,No,No,Yes,Yes,Yes,No,Yes,2
2016,20-35,female,United States of America,North Dakota,No,No,Yes,Yes,Sometimes,Jun-25,Sometimes,No,Maybe,Maybe,No,No,I don't know,Neither easy nor difficult,No,No,Maybe,Yes,Maybe,Maybe,Maybe,No,2
2016,20-35,male,United States of America,California,No,Yes,Yes,Yes,Rarely,100-500,Sometimes,Yes,Yes,Maybe,No,Maybe,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,No,Yes,Maybe,No,1
2016,35-65,female,United States of America,Vermont,No,No,No,Yes,Never,26-100,Yes,Yes,Maybe,Maybe,No,Maybe,I don't know,Very easy,No,No,Maybe,Maybe,No,No,Maybe,No,3
2016,35-65,male,United States of America,Illinois,No,Maybe,No,Yes,Never,26-100,Sometimes,Yes,Maybe,Maybe,Yes,Maybe,Yes,Don't know,No,No,No,No,Maybe,Maybe,Yes,No,1
2016,20-35,female,United States of America,California,No,Yes,Yes,Yes,Sometimes,100-500,Sometimes,Yes,Yes,Yes,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Yes,No,No,No,No,1
2016,20-35,male,United States of America,Pennsylvania,No,Maybe,Yes,Yes,Often,100-500,Sometimes,Yes,Maybe,No,No,No,I don't know,Don't know,Yes,No,Maybe,Yes,No,Maybe,No,No,1
2016,20-35,male,United States of America,North Carolina,No,Yes,No,No,Never,Jun-25,Sometimes,Yes,Maybe,Maybe,No,No,I don't know,Neither easy nor difficult,No,No,Yes,Yes,Yes,Yes,Maybe,No,2
2016,20-35,female,United States of America,Illinois,No,Yes,No,No,Never,26-100,Sometimes,Yes,Maybe,Maybe,Maybe,Maybe,I don't know,Very easy,Maybe,Maybe,No,No,No,No,Maybe,No,1
2016,20-35,male,Netherlands,NA,No,Maybe,No,Yes,Never,26-100,No,Yes,No,Maybe,No,No,I don't know,Somewhat difficult,Yes,No,Maybe,Maybe,No,No,No,Yes,1
2016,35-65,female,United States of America,North Carolina,No,Yes,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,No,Maybe,Maybe,No,No,1
2016,20-35,female,United States of America,New York,No,Yes,Yes,Yes,Sometimes,1000+,Yes,Yes,Yes,Yes,No,Yes,Yes,Don't know,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,1
2016,20-35,male,United States of America,North Carolina,No,No,Yes,Yes,Rarely,Jun-25,Sometimes,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,No,Yes,No,No,Yes,No,2
2016,20-35,male,United States of America,Missouri,No,No,No,No,Never,100-500,Sometimes,No,Maybe,No,No,Maybe,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,Yes,Maybe,No,2
2016,20-35,male,United States of America,California,No,Yes,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,Yes,Yes,No,1
2016,20-35,male,United States of America,Kansas,No,Yes,No,Yes,Never,1000+,Sometimes,Yes,Yes,Maybe,No,Maybe,I don't know,Somewhat difficult,Yes,No,No,No,No,No,Maybe,No,1
2016,35-65,male,United States of America,Indiana,No,No,No,No,Never,26-100,Sometimes,No,Yes,Yes,No,Yes,Yes,Don't know,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,2
2016,20-35,male,United States of America,Tennessee,No,Yes,Yes,Yes,Rarely,26-100,Sometimes,No,Maybe,No,No,No,I don't know,Don't know,No,No,Maybe,Yes,Maybe,Maybe,Maybe,No,1
2016,35-65,female,United States of America,Minnesota,No,Yes,Yes,Yes,Never,26-100,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,No,Yes,Yes,No,1
2016,35-65,female,United States of America,District of Columbia,No,Yes,Yes,Yes,Never,100-500,Sometimes,Yes,Maybe,Maybe,No,Maybe,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,No,Maybe,Maybe,No,1
2016,35-65,male,United States of America,Tennessee,No,Yes,Yes,Yes,Rarely,Jun-25,Sometimes,Yes,Yes,No,No,No,No,Neither easy nor difficult,Maybe,No,No,No,No,No,Maybe,No,1
2016,20-35,male,United Kingdom,NA,No,Yes,No,No,Rarely,500-1000,Sometimes,Yes,Maybe,Maybe,No,No,I don't know,Neither easy nor difficult,No,No,Yes,Yes,Yes,Yes,Maybe,No,1
2016,20-35,female,United States of America,Illinois,No,Maybe,No,No,Never,26-100,Sometimes,Yes,Yes,Yes,Yes,Maybe,I don't know,Very easy,No,No,Maybe,Yes,No,Maybe,Yes,No,1
2016,20-35,female,Germany,NA,No,Yes,Yes,Yes,Rarely,26-100,Sometimes,No,No,Yes,No,No,I don't know,Somewhat difficult,Yes,Maybe,No,Maybe,No,Maybe,Maybe,No,1
2016,35-65,female,United States of America,Indiana,No,Maybe,No,No,Never,01-May,Sometimes,No,Maybe,No,Yes,No,I don't know,Very difficult,Yes,Maybe,Yes,No,No,Maybe,Maybe,No,2
2016,20-35,male,France,NA,No,No,No,No,Never,100-500,Sometimes,Yes,Maybe,No,Maybe,Maybe,I don't know,Very easy,Maybe,Maybe,Yes,Yes,Maybe,No,Maybe,No,2
2016,35-65,female,United States of America,Illinois,No,No,No,No,Never,26-100,Sometimes,Yes,Yes,No,No,No,No,Somewhat easy,Maybe,No,No,Maybe,No,Maybe,Yes,No,2
2016,35-65,male,United States of America,Georgia,No,Maybe,Yes,Yes,Rarely,1000+,Sometimes,No,Maybe,Maybe,No,Maybe,I don't know,Very difficult,Maybe,Maybe,No,Maybe,No,No,Maybe,No,3
2016,35-65,male,United States of America,Oregon,No,Maybe,Yes,Yes,Rarely,Jun-25,Sometimes,Yes,Yes,No,No,Maybe,I don't know,Somewhat difficult,Yes,Maybe,Maybe,No,No,Maybe,No,No,3
2016,20-35,male,United States of America,Utah,No,Yes,Yes,Yes,Never,500-1000,Sometimes,Yes,No,Maybe,No,No,I don't know,Somewhat difficult,Yes,No,Maybe,Yes,No,Yes,No,No,1
2016,20-35,male,United States of America,Tennessee,No,Maybe,Yes,Yes,Rarely,1000+,Sometimes,No,Yes,No,No,Yes,Yes,Don't know,Maybe,No,Maybe,Yes,No,No,Maybe,No,1
2016,35-65,male,United States of America,Connecticut,No,Yes,No,No,Never,1000+,Sometimes,Yes,Maybe,No,Yes,Maybe,I don't know,Neither easy nor difficult,No,No,Maybe,Yes,No,No,Yes,No,3
2016,35-65,male,United States of America,Tennessee,No,No,No,Yes,Never,1000+,Sometimes,No,Yes,Maybe,No,Maybe,Yes,Don't know,Maybe,No,No,Maybe,Maybe,Maybe,Maybe,No,3
2016,20-35,male,United States of America,Virginia,No,No,Yes,Yes,Rarely,26-100,Sometimes,Yes,Yes,No,No,Maybe,I don't know,Don't know,No,No,No,Maybe,No,Maybe,Yes,No,1
2016,20-35,male,United States of America,Florida,No,No,No,Yes,Never,26-100,Yes,Yes,Maybe,Maybe,No,Maybe,I don't know,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Maybe,No,1
2016,20-35,female,United States of America,New York,No,Maybe,Yes,Yes,Rarely,100-500,Sometimes,Yes,Yes,Yes,No,Maybe,I don't know,Somewhat difficult,Yes,No,No,No,No,Maybe,No,No,1
2016,20-35,male,United States of America,California,No,Yes,Yes,Yes,Rarely,100-500,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Maybe,No,1
2016,35-65,NA,Canada,NA,No,Yes,Yes,Yes,Sometimes,01-May,Yes,Yes,No,Yes,No,No,No,Very difficult,Maybe,Maybe,No,No,No,No,Maybe,No,1
2016,20-35,female,United States of America,Illinois,No,Maybe,No,No,Never,26-100,Sometimes,Yes,Maybe,No,No,Maybe,I don't know,Don't know,Yes,Maybe,No,Maybe,No,No,Maybe,No,1
2016,35-65,female,United States of America,Maryland,No,Yes,Yes,Yes,Sometimes,500-1000,Yes,Yes,Yes,No,No,Maybe,I don't know,Don't know,Maybe,No,Maybe,Yes,Maybe,Maybe,Yes,No,1
2016,20-35,male,United Kingdom,NA,No,Yes,Yes,Yes,Sometimes,26-100,No,Yes,Maybe,Maybe,Maybe,No,I don't know,Don't know,Maybe,Maybe,Maybe,Maybe,No,Maybe,Maybe,No,1
2016,20-35,female,United States of America,Washington,No,Maybe,Yes,Yes,Rarely,26-100,Sometimes,Yes,Yes,Maybe,No,No,No,Somewhat easy,Maybe,No,No,Yes,No,Yes,Yes,No,1
2016,20-35,male,United States of America,Indiana,No,No,Yes,Yes,Rarely,26-100,Sometimes,Yes,Yes,No,No,No,I don't know,Very difficult,Yes,Maybe,Maybe,Maybe,No,Maybe,No,Yes,1
2016,35-65,male,United States of America,Oregon,No,No,No,No,Never,Jun-25,Sometimes,Yes,Yes,Yes,No,Maybe,No,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No,2
2016,20-35,trans,Canada,NA,No,Yes,Yes,Yes,Sometimes,Jun-25,Sometimes,Yes,Maybe,No,No,Maybe,I don't know,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe,Yes,No,1
2016,35-65,male,United States of America,Michigan,No,No,No,No,Never,1000+,Sometimes,Yes,No,NA,No,No,I don't know,Very difficult,Yes,Maybe,No,No,No,No,No,Yes,3
2016,35-65,male,United States of America,Illinois,No,No,Yes,Yes,Never,1000+,Sometimes,No,Yes,Yes,Maybe,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,Yes,Yes,No,3
2016,35-65,male,United States of America,New York,No,Yes,No,No,Never,100-500,Yes,Yes,Yes,No,Maybe,Maybe,I don't know,Don't know,Maybe,No,Maybe,Maybe,Maybe,Maybe,Maybe,No,1
2016,20-35,male,United States of America,Oregon,No,Maybe,No,No,Never,26-100,Yes,Yes,Maybe,No,Yes,No,I don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Maybe,No,1
2016,35-65,male,United States of America,California,No,No,No,No,Never,100-500,No,Yes,Yes,No,No,Maybe,I don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,Maybe,Yes,Maybe,No,2
2016,20-35,male,United States of America,California,No,Maybe,Yes,Yes,Sometimes,26-100,Sometimes,Yes,No,Maybe,No,Maybe,Yes,Very difficult,Yes,Maybe,Maybe,Maybe,No,No,Maybe,No,1
2016,35-65,male,Canada,NA,No,No,No,No,Never,1000+,Yes,No,Maybe,No,No,No,I don't know,Somewhat difficult,Yes,Maybe,No,No,No,No,No,No,3
2016,20-35,male,United States of America,Indiana,No,No,No,No,Never,500-1000,Sometimes,Yes,Yes,Yes,No,Maybe,Yes,Somewhat easy,Maybe,Maybe,No,No,No,No,No,No,2
2016,20-35,male,United States of America,California,No,Yes,Yes,Yes,Sometimes,Jun-25,Sometimes,Yes,Yes,Yes,No,Yes,Yes,Very easy,No,No,Maybe,Yes,No,Yes,Yes,No,1
2016,35-65,female,United States of America,Ohio,No,No,Yes,Yes,Sometimes,1000+,No,No,Yes,Yes,No,Maybe,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,No,No,Yes,No,3
2016,35-65,female,United States of America,California,No,No,No,No,Rarely,100-500,Sometimes,Yes,Yes,Yes,No,Yes,I don't know,Somewhat easy,Maybe,No,Maybe,No,No,Yes,Maybe,No,2
2016,35-65,female,United States of America,California,No,Maybe,No,No,Never,1000+,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Maybe,No,No,No,Maybe,Yes,No,3
2016,20-35,male,United States of America,California,No,No,No,No,Never,1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Maybe,No,Maybe,Maybe,Maybe,Yes,No,No,2
2016,35-65,male,Netherlands,NA,No,No,No,No,Never,1000+,No,No,Maybe,Maybe,Yes,No,I don't know,Very easy,Maybe,Maybe,No,Maybe,Maybe,Maybe,Yes,No,3
2016,20-35,female,Netherlands,NA,No,No,No,Yes,Never,1000+,Sometimes,No,Maybe,No,No,Maybe,Yes,Very easy,Maybe,Maybe,Maybe,Yes,Maybe,Maybe,Maybe,No,3
2016,35-65,male,United Kingdom,NA,No,Maybe,No,No,Never,1000+,No,No,Yes,Yes,No,Yes,I don't know,Don't know,Maybe,No,No,No,No,Maybe,Maybe,No,3
2016,35-65,male,Germany,NA,No,No,No,No,Never,1000+,Sometimes,No,Yes,Maybe,Yes,Maybe,I don't know,Somewhat easy,Maybe,No,No,Maybe,No,Yes,Maybe,No,3
2016,20-35,male,Germany,NA,No,No,No,No,Sometimes,26-100,No,Yes,No,Maybe,No,No,No,Somewhat easy,Maybe,Maybe,Yes,Maybe,No,Maybe,No,No,2
2016,20-35,male,United States of America,Florida,No,No,No,No,Never,100-500,Yes,Yes,Maybe,Maybe,No,Maybe,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Yes,Maybe,Maybe,Maybe,No,2
2016,35-65,male,United States of America,North Carolina,No,Maybe,No,No,Never,Jun-25,Yes,Yes,No,Maybe,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,Maybe,No,Maybe,Maybe,No,2
2016,35-65,male,United States of America,Ohio,No,Maybe,No,No,Never,1000+,Sometimes,No,Yes,No,No,Yes,I don't know,Neither easy nor difficult,Maybe,Maybe,No,Maybe,No,No,No,No,3
2016,20-35,male,United States of America,Oregon,No,Yes,Yes,Yes,Sometimes,Jun-25,No,Yes,No,NA,No,No,No,Neither easy nor difficult,Maybe,Maybe,Yes,Yes,No,No,No,No,1
2016,20-35,male,United States of America,Illinois,No,No,No,No,Never,26-100,Sometimes,Yes,Yes,Maybe,No,Maybe,Yes,Somewhat easy,Maybe,Maybe,Maybe,No,No,Maybe,Maybe,No,2
2016,20-35,female,United States of America,Oregon,No,Yes,Yes,Yes,Sometimes,26-100,Sometimes,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,Maybe,No,No,No,Maybe,Maybe,No,No,1
2016,35-65,female,United States of America,Illinois,No,Yes,Yes,Yes,Rarely,26-100,Yes,Yes,Maybe,Maybe,No,No,I don't know,Somewhat easy,No,No,Maybe,Maybe,No,No,Maybe,No,1
2016,20-35,male,United Kingdom,NA,No,No,No,No,Never,Jun-25,Sometimes,Yes,No,NA,Yes,No,Yes,Somewhat easy,No,No,Yes,Yes,Yes,Yes,Yes,No,2
2016,20-35,male,United States of America,California,No,Yes,Yes,Yes,Sometimes,100-500,Yes,Yes,Yes,Maybe,Maybe,Maybe,I don't know,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,No,1
2016,35-65,male,United Kingdom,NA,No,Maybe,No,No,Never,Jun-25,Sometimes,Yes,No,NA,No,Yes,I don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,2
2016,35-65,male,United Kingdom,NA,No,No,No,No,Never,100-500,No,Yes,Maybe,Maybe,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,No,Maybe,Maybe,Yes,No,2
2016,20-35,NA,Netherlands,NA,No,No,Yes,Yes,Never,01-May,Sometimes,Yes,NA,NA,Yes,Maybe,I don't know,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No,1
2016,20-35,male,Netherlands,NA,No,Yes,No,Yes,Rarely,500-1000,No,Yes,No,No,No,No,Yes,Very easy,No,No,Maybe,Yes,No,No,Maybe,No,1
2016,35-65,male,United States of America,Ohio,No,Yes,Yes,Yes,Rarely,26-100,No,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,Maybe,No,Maybe,Maybe,Maybe,Maybe,Yes,No,1
2016,20-35,male,Denmark,NA,No,No,No,No,Never,01-May,Sometimes,Yes,No,No,No,No,No,Somewhat easy,No,No,Maybe,Yes,Maybe,Yes,No,No,2
2016,35-65,male,United States of America,California,No,Maybe,Yes,Yes,Sometimes,100-500,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,3
2016,20-35,female,United States of America,California,No,Yes,No,No,Never,100-500,No,Yes,Yes,Yes,Maybe,Yes,Yes,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Yes,No,1
2016,35-65,male,United States of America,Iowa,No,No,Yes,Yes,Rarely,1000+,Sometimes,Yes,Yes,No,No,Maybe,I don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,3
2016,35-65,male,United States of America,California,No,No,Yes,Yes,Never,500-1000,Sometimes,Yes,Yes,No,No,Maybe,I don't know,Very easy,Maybe,No,Maybe,Maybe,No,Yes,Maybe,No,3
2016,20-35,male,United States of America,Washington,No,Yes,Yes,Yes,Rarely,500-1000,Yes,Yes,Yes,Maybe,Maybe,Yes,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,Maybe,Maybe,Yes,No,1
2016,20-35,male,Germany,NA,No,Yes,No,No,Never,26-100,Sometimes,Yes,No,No,No,No,I don't know,Neither easy nor difficult,No,No,No,No,No,Maybe,Maybe,No,1
2016,35-65,female,United States of America,Connecticut,No,No,Yes,Yes,Sometimes,1000+,Sometimes,Yes,Yes,Yes,No,No,I don't know,Somewhat difficult,Maybe,Maybe,Yes,Yes,Maybe,Maybe,Maybe,No,3
2016,20-35,male,United Kingdom,NA,No,Maybe,Yes,Yes,Sometimes,26-100,No,Yes,No,Maybe,No,No,I don't know,Somewhat easy,Maybe,No,Yes,Yes,No,Yes,No,No,1
2016,20-35,male,Sweden,NA,No,Yes,Yes,Yes,Sometimes,100-500,Sometimes,Yes,Maybe,No,No,No,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,No,Maybe,Maybe,No,1
2016,20-35,male,United States of America,California,No,Yes,Yes,Yes,Rarely,500-1000,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Maybe,No,Yes,Maybe,No,Yes,Yes,No,1
2016,35-65,male,United States of America,Ohio,No,Yes,Yes,Yes,Sometimes,1000+,Sometimes,Yes,Yes,Yes,No,Yes,I don't know,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,No,No,3
2016,20-35,female,United States of America,Texas,No,Yes,No,No,Sometimes,100-500,Yes,Yes,Yes,Yes,No,Yes,Yes,Somewhat difficult,Maybe,No,Maybe,Yes,No,Maybe,Yes,No,1
2016,20-35,male,United Kingdom,NA,No,No,No,Yes,Never,26-100,Yes,Yes,Maybe,NA,No,Maybe,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Maybe,No,1
2016,20-35,male,Russia,NA,No,No,No,Yes,Never,500-1000,Sometimes,Yes,Maybe,No,No,Maybe,Yes,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No,1
2016,20-35,trans,United States of America,California,No,Yes,Yes,Yes,Sometimes,500-1000,Sometimes,Yes,Yes,Yes,No,Yes,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,No,No,Yes,1
2016,20-35,male,United States of America,Minnesota,No,No,No,No,Sometimes,100-500,Yes,Yes,Maybe,Maybe,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Yes,No,Yes,Yes,No,2
2016,20-35,male,United Kingdom,NA,No,No,No,No,Never,Jun-25,Sometimes,Yes,NA,NA,No,No,No,Somewhat easy,No,No,Maybe,Maybe,Maybe,Maybe,Yes,No,2
2016,20-35,male,Sweden,NA,No,Yes,No,No,Sometimes,500-1000,Yes,Yes,Maybe,No,Yes,Maybe,I don't know,Somewhat easy,Maybe,No,Yes,Maybe,No,Yes,Maybe,No,1
2016,20-35,male,United States of America,Colorado,No,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Maybe,No,No,No,I don't know,Somewhat difficult,Maybe,No,No,No,No,No,Maybe,No,1
2016,35-65,male,United States of America,Indiana,No,Yes,Yes,Yes,Rarely,Jun-25,Yes,Yes,No,No,No,No,I don't know,Somewhat difficult,Yes,No,No,No,Maybe,Yes,Maybe,No,1
2016,35-65,male,United Kingdom,NA,No,No,No,No,Never,100-500,Yes,Yes,Yes,Maybe,No,Yes,I don't know,Somewhat easy,No,No,Maybe,Maybe,Maybe,Maybe,No,No,2
2016,20-35,male,Germany,NA,No,No,No,No,Never,500-1000,Sometimes,Yes,No,No,No,No,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,No,No,Yes,No,2
2016,35-65,male,United States of America,South Dakota,No,Yes,Yes,Yes,Rarely,100-500,Yes,Yes,Yes,Yes,Maybe,Maybe,Yes,Somewhat easy,No,No,Maybe,Yes,Maybe,Maybe,Yes,No,1
2016,20-35,female,United Kingdom,NA,No,Yes,Yes,Yes,Rarely,01-May,Sometimes,Yes,Yes,No,No,No,I don't know,Somewhat easy,Maybe,No,Yes,Yes,No,Maybe,Maybe,No,1
2016,35-65,male,Russia,NA,No,No,No,No,Often,100-500,Sometimes,Yes,Maybe,Maybe,No,Maybe,I don't know,Don't know,Maybe,Maybe,No,Maybe,No,Maybe,No,No,2
2016,20-35,male,Russia,NA,No,No,No,No,Never,500-1000,Sometimes,Yes,Maybe,No,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,Maybe,Maybe,Yes,Yes,No,2
2016,20-35,male,United States of America,Nevada,No,No,No,Yes,Never,Jun-25,Yes,Yes,Maybe,No,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,No,Maybe,Maybe,Yes,No,2
2016,20-35,male,United States of America,California,No,No,No,No,Never,500-1000,Sometimes,Yes,Maybe,No,Maybe,Maybe,I don't know,Don't know,Maybe,Maybe,Maybe,Maybe,No,Maybe,No,No,2
2016,20-35,male,Belgium,NA,No,No,No,No,Never,26-100,Sometimes,Yes,No,NA,No,No,I don't know,Somewhat easy,No,No,Maybe,Maybe,Maybe,Yes,Yes,No,2
2016,20-35,male,Russia,NA,No,No,No,No,Never,500-1000,No,Yes,Maybe,Maybe,No,Maybe,I don't know,Somewhat easy,No,No,Maybe,Maybe,Maybe,Maybe,Maybe,No,2
2016,20-35,male,Russia,NA,No,No,No,Yes,Rarely,1000+,Sometimes,Yes,No,No,No,No,No,Somewhat easy,Yes,No,No,No,No,Yes,No,No,3
2016,20-35,male,Denmark,NA,No,Maybe,Yes,Yes,Never,26-100,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No,1
2016,35-65,male,Canada,NA,No,Yes,No,No,Never,26-100,Sometimes,Yes,Yes,No,No,No,I don't know,Don't know,Maybe,No,Maybe,No,Maybe,Maybe,Yes,No,1
2016,20-35,male,United States of America,California,No,No,No,No,Never,100-500,No,Yes,Maybe,No,No,Maybe,I don't know,Somewhat easy,No,No,Maybe,Yes,Maybe,Maybe,No,No,2
2016,20-35,female,Spain,NA,No,Yes,Yes,Yes,Rarely,Jun-25,Sometimes,Yes,NA,NA,Yes,No,Yes,Somewhat easy,Maybe,Maybe,Yes,Yes,No,No,Maybe,No,1
2016,20-35,male,United Kingdom,NA,No,Maybe,No,No,Never,100-500,Yes,Yes,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No,2
2016,20-35,female,United States of America,Hawaii,No,Yes,No,No,Never,500-1000,Yes,Yes,Yes,Maybe,No,Maybe,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,No,No,Yes,No,1
2016,20-35,male,France,NA,No,Yes,Yes,Yes,Never,26-100,Sometimes,Yes,Maybe,No,No,No,I don't know,Somewhat easy,Maybe,Maybe,No,No,No,Maybe,Maybe,Yes,1
2016,20-35,male,India,NA,No,No,No,No,Never,26-100,Yes,Yes,No,Maybe,No,No,No,Somewhat easy,Maybe,No,Maybe,No,Maybe,Maybe,Yes,No,2
2016,20-35,male,United States of America,Florida,No,Maybe,No,No,Often,26-100,Sometimes,Yes,Yes,Yes,No,No,I don't know,Neither easy nor difficult,Maybe,No,Yes,Yes,Maybe,Yes,No,No,1
2016,20-35,female,United States of America,California,No,Yes,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,Yes,I don't know,Somewhat difficult,Maybe,Maybe,No,No,No,No,Maybe,Yes,1
2016,20-35,female,United States of America,California,No,Maybe,Yes,Yes,Never,26-100,Sometimes,Yes,Maybe,No,No,Yes,No,Somewhat difficult,Maybe,Maybe,No,No,No,No,No,No,1
2016,20-35,male,United States of America,Nebraska,No,Yes,No,Yes,Never,1000+,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,Yes,Yes,No,1
2016,20-35,male,Germany,NA,No,No,No,No,Never,500-1000,Sometimes,Yes,Yes,Maybe,No,No,Yes,Very easy,No,No,No,No,Maybe,Yes,Yes,No,2
